;Year;Month;Day;H;M;S;Lat;Lon;Depth;K;Mag;Energy E, MJ(megajoul).
;1957;7;4;17;55;31;40,9;69;5;9;2,8;0,000
;1957;7;18;15;49;56;40,5;73,2;5;8,6;2,6;0,000
;1957;7;19;8;31;51;40,7;72,5;5;8,6;2,6;0,000
;1957;7;21;2;12;42;40,47;73,3;15;9,7;3,2;0,001
;1957;7;22;16;5;10;40,62;73,27;25;11,2;4,0;0,016
;1957;7;23;4;34;59;39,67;71,7;20;10,1;3,4;0,001
;1957;7;23;5;33;31;39,8;71,75;5;9,9;3,3;0,001
;1957;7;28;14;3;46;40,42;73,97;20;10,8;3,8;0,006
;1957;8;1;10;15;53;40,6;72;5;10,1;3,4;0,001
;1957;8;3;17;8;38;39,9;69;5;10,4;3,6;0,003
;1957;8;4;13;6;38;41;73,45;5;9,5;3,1;0,000
;1957;8;7;0;2;29;39,9;70;5;9;2,8;0,000
;1957;8;8;4;4;59;39,5;71,2;5;9,3;2,9;0,000
;1957;8;8;7;20;35;39,6;71,42;5;9,2;2,9;0,000
;1957;8;15;18;9;56;41;73,9;5;9,1;2,8;0,000
;1957;8;19;3;58;57;39,9;72,3;5;9,2;2,9;0,000
;1957;8;25;1;2;37;41,22;73,43;20;11;3,9;0,010
;1957;8;26;23;26;38;40,3;73,1;5;9;2,8;0,000
;1957;8;27;4;22;10;38,98;68,48;20;8,9;2,7;0,000
;1957;8;27;9;31;54;39;67,2;5;10,6;3,7;0,004
;1957;8;30;18;35;49;40,5;72,7;5;8,6;2,6;0,000
;1957;9;2;2;1;48;39,5;73;5;8,8;2,7;0,000
;1957;9;2;9;56;54;40,33;71,27;20;12;4,4;0,100
;1957;9;5;2;33;47;41,08;71,08;5;10,5;3,6;0,003
;1957;9;7;18;26;22;38,83;68,17;10;9,5;3,1;0,000
;1957;9;12;17;26;7;39,8;74;5;12,1;4,5;0,126
;1957;9;16;19;44;17;38,57;68,42;20;10,8;3,8;0,006
;1957;9;23;1;8;51;41,4;71;5;8,7;2,6;0,000
;1957;9;28;8;10;42;40,1;72;5;9,2;2,9;0,000
;1957;9;29;22;0;48;39,9;73;5;8,9;2,7;0,000
;1957;10;4;13;3;33;40,2;72;5;8;2,2;0,000
;1957;10;5;8;35;10;41,2;73;5;9;2,8;0,000
;1957;10;6;1;59;23;41,75;72,08;5;9,7;3,2;0,001
;1957;10;11;11;48;48;41,3;70;5;9;2,8;0,000
;1957;10;11;20;47;21;40,5;69;5;9,6;3,1;0,000
;1957;10;14;18;31;57;39,5;72,9;5;9,1;2,8;0,000
;1957;10;22;7;36;4;39,5;73,5;5;9,2;2,9;0,000
;1957;10;25;8;29;45;42,1;72,05;10;10,5;3,6;0,003
;1957;10;26;23;11;16;39,62;70,96;10;9,6;3,1;0,000
;1957;10;31;10;43;36;38,97;68,48;20;10,3;3,5;0,002
;1957;11;1;11;8;30;40,79;73,3;10;9,4;3,0;0,000
;1957;11;4;6;40;57;39,6;73,3;5;10,7;3,7;0,005
;1957;11;4;19;4;51;40,37;73,25;10;8,9;2,7;0,000
;1957;11;11;22;15;23;39,5;72,9;5;9,2;2,9;0,000
;1957;11;16;16;37;52;41,67;72,5;5;10,5;3,6;0,003
;1957;11;22;16;10;59;41,2;73,4;5;9,3;2,9;0,000
;1957;11;28;9;51;25;41,15;73,17;5;9,7;3,2;0,001
;1957;12;12;9;28;14;40,4;72,1;5;9,8;3,2;0,001
;1957;12;16;13;27;20;40,65;73,1;15;11,4;4,1;0,025
;1957;12;17;2;39;29;40,27;70,16;5;10,6;3,7;0,004
;1957;12;18;0;33;53;41,73;72,87;10;9,6;3,1;0,000
;1957;12;19;10;53;25;40,7;73,5;15;9,6;3,1;0,000
;1957;12;23;17;24;1;40,38;73,2;30;9,8;3,2;0,001
;1957;12;25;23;29;7;40,3;73,3;5;9,2;2,9;0,000
;1957;12;29;14;49;15;39,53;71,12;5;10,1;3,4;0,001
;1958;1;11;9;59;58;41;69,9;5;9,8;3,2;0,001
;1958;1;13;20;28;43;39,5;71,8;20;13;5,0;1,000
;1958;1;14;16;6;2;39,8;73,8;5;8,7;2,6;0,000
;1958;1;14;23;15;40;41,79;72,93;15;9;2,8;0,000
;1958;1;18;11;34;29;41,83;72,2;10;9,7;3,2;0,001
;1958;1;19;12;20;42;41;73,33;15;9,9;3,3;0,001
;1958;1;23;7;54;8;41,05;74;5;10,5;3,6;0,003
;1958;1;23;8;3;38;41,33;73,2;5;8,7;2,6;0,000
;1958;1;23;8;14;31;41,03;74;5;9,6;3,1;0,000
;1958;1;23;16;0;54;39,5;73,9;5;10,1;3,4;0,001
;1958;2;2;20;52;7;41,68;72,67;20;10,3;3,5;0,002
;1958;3;5;20;6;50;42,35;71,3;20;10,3;3,5;0,002
;1958;3;7;20;32;17;39,5;71,27;5;9,2;2,9;0,000
;1958;3;9;21;24;20;39,6;74;5;10,1;3,4;0,001
;1958;3;10;0;11;46;39,5;73,9;5;8,6;2,6;0,000
;1958;3;19;13;29;58;41;71,45;15;8,6;2,6;0,000
;1958;3;23;6;44;10;41,63;71,42;20;10;3,3;0,001
;1958;3;23;14;21;49;41;72,25;5;10,4;3,6;0,003
;1958;3;25;8;59;58;39,8;72,5;5;9,2;2,9;0,000
;1958;3;28;2;42;45;41,09;74;5;10,6;3,7;0,004
;1958;3;30;9;59;24;41,67;71,92;25;11,5;4,2;0,032
;1958;4;1;1;57;3;42,2;74;5;9,5;3,1;0,000
;1958;4;1;11;48;0;39,59;71,35;9;8,7;2,6;0,000
;1958;4;1;12;42;7;40,12;73,08;15;9,3;2,9;0,000
;1958;4;6;4;3;32;42,63;73,27;5;9;2,8;0,000
;1958;4;12;17;11;2;39,89;72,17;25;11,5;4,2;0,032
;1958;4;25;8;3;51;41,75;73,02;5;9,5;3,1;0,000
;1958;4;25;19;41;2;39,7;73,4;5;9,9;3,3;0,001
;1958;4;27;7;49;16;39,5;73,7;5;10,7;3,7;0,005
;1958;4;29;20;50;4;41,9;72,29;10;10,8;3,8;0,006
;1958;5;1;1;53;12;40,04;70,71;5;10;3,3;0,001
;1958;5;1;5;3;31;39,5;73,7;5;8,7;2,6;0,000
;1958;5;12;10;8;38;40,15;71,53;5;9;2,8;0,000
;1958;5;15;2;35;38;39,6;70,3;5;9,3;2,9;0,000
;1958;5;17;1;22;29;40,62;73,2;5;10;3,3;0,001
;1958;5;17;7;14;14;41,8;72,82;10;9;2,8;0,000
;1958;5;23;16;48;12;39,5;71,33;5;9,4;3,0;0,000
;1958;6;9;17;6;21;39,5;73,3;5;10,1;3,4;0,001
;1958;6;13;9;16;18;41,65;73,15;20;9;2,8;0,000
;1958;6;16;14;46;52;38,2;67,5;5;8,7;2,6;0,000
;1958;6;16;15;18;48;38,3;67,5;5;9,6;3,1;0,000
;1958;6;17;18;45;58;41,6;73,1;5;10,4;3,6;0,003
;1958;6;24;10;0;24;40,16;71,98;5;9,7;3,2;0,001
;1958;6;25;4;45;28;39,6;71,6;5;9,3;2,9;0,000
;1958;6;27;16;19;38;41,22;71,58;25;11,5;4,2;0,032
;1958;6;30;8;19;52;39,52;71,18;9;8,8;2,7;0,000
;1958;7;5;17;31;3;41,45;71,82;5;9,2;2,9;0,000
;1958;7;7;8;22;54;40,7;73,3;5;9;2,8;0,000
;1958;7;7;13;51;36;39,6;73,7;5;8,8;2,7;0,000
;1958;7;7;18;50;6;42,32;71,37;10;10,3;3,5;0,002
;1958;7;12;15;24;8;41,07;72,72;15;11,5;4,2;0,032
;1958;7;12;18;28;57;41,07;72,72;10;10,3;3,5;0,002
;1958;7;29;11;28;47;39,8;70,4;5;8,9;2,7;0,000
;1958;7;30;20;16;17;39,5;73,4;5;8,6;2,6;0,000
;1958;7;30;22;59;14;39,55;71,22;8;8,9;2,7;0,000
;1958;7;31;9;56;44;39,82;73,33;5;10,3;3,5;0,002
;1958;8;7;10;14;6;40,12;73,33;5;9,2;2,9;0,000
;1958;8;10;7;15;10;39,5;72,8;5;9,1;2,8;0,000
;1958;8;10;8;17;59;38,12;67,95;15;10,4;3,6;0,003
;1958;8;13;7;33;39;37,2;66,5;5;13,5;5,3;3,162
;1958;8;16;11;41;17;40,5;72,59;5;9,3;2,9;0,000
;1958;8;18;13;36;46;41,67;71,8;5;9,6;3,1;0,000
;1958;8;21;0;41;17;41,9;72,11;5;9;2,8;0,000
;1958;8;21;12;54;17;40,62;72,4;25;9;2,8;0,000
;1958;8;22;14;25;21;40,42;71,5;5;8,3;2,4;0,000
;1958;8;22;18;47;5;40,43;71,53;5;8,7;2,6;0,000
;1958;8;22;21;49;12;40,2;71,5;5;8,6;2,6;0,000
;1958;8;22;22;35;26;40,48;71,57;15;8,8;2,7;0,000
;1958;8;23;2;12;56;41,3;70,2;5;8,5;2,5;0,000
;1958;8;23;10;30;33;40,4;71,5;10;11,3;4,1;0,020
;1958;8;23;20;54;43;40,5;71,5;5;9,1;2,8;0,000
;1958;8;24;20;31;55;40,43;71,52;15;8,7;2,6;0,000
;1958;8;24;20;40;52;40,47;71,58;15;11,9;4,4;0,079
;1958;8;25;16;35;57;40,77;73,17;10;10,3;3,5;0,002
;1958;9;1;2;13;42;41,38;72,25;10;10,3;3,5;0,002
;1958;9;4;10;29;55;40,34;71,92;10;9,5;3,1;0,000
;1958;9;8;23;31;17;42,15;71,83;5;10,8;3,8;0,006
;1958;9;13;12;35;47;41,23;72,2;10;9;2,8;0,000
;1958;9;15;20;22;32;39,8;73,6;5;9;2,8;0,000
;1958;9;16;4;26;30;40,45;73,25;20;8,7;2,6;0,000
;1958;9;16;7;14;52;40,57;73,3;10;9,3;2,9;0,000
;1958;9;19;0;30;6;40,5;73,27;5;9,3;2,9;0,000
;1958;9;21;22;28;27;40,1;72,1;5;8,7;2,6;0,000
;1958;9;22;1;47;32;40,58;72,32;30;9,2;2,9;0,000
;1958;9;22;23;35;19;39,55;71,03;8;8,8;2,7;0,000
;1958;9;23;12;39;38;39,5;73,3;5;8,6;2,6;0,000
;1958;9;25;3;37;48;41;70;5;9,5;3,1;0,000
;1958;9;25;7;30;1;40,25;72,35;35;8,7;2,6;0,000
;1958;9;25;17;32;37;40,1;72,98;15;9,8;3,2;0,001
;1958;9;26;1;41;35;40,68;72,43;15;11,4;4,1;0,025
;1958;9;29;14;14;44;39,6;72,8;5;8,8;2,7;0,000
;1958;9;29;16;51;1;42,6;69,8;5;9,8;3,2;0,001
;1958;9;29;22;21;36;39,7;67,9;5;8,6;2,6;0,000
;1958;10;7;9;56;27;40,4;71,5;5;8,9;2,7;0,000
;1958;10;9;7;21;0;38,63;68,4;15;9,1;2,8;0,000
;1958;10;11;20;27;44;40;68,2;5;10;3,3;0,001
;1958;10;17;2;20;1;40,8;70,5;5;10;3,3;0,001
;1958;10;19;10;52;42;40,7;70,4;5;10;3,3;0,001
;1958;10;22;12;27;15;40,2;70,2;5;10,5;3,6;0,003
;1958;10;25;1;11;45;41,62;73,28;30;9,6;3,1;0,000
;1958;11;1;21;2;15;41,1;71,27;20;9,6;3,1;0,000
;1958;11;6;12;7;17;41,2;70,3;5;8,2;2,3;0,000
;1958;11;6;21;55;29;38,27;68,32;15;9,6;3,1;0,000
;1958;11;10;8;15;39;39,57;71,23;8;8,3;2,4;0,000
;1958;11;10;19;6;58;39,7;72,5;5;10,1;3,4;0,001
;1958;11;11;8;37;0;40,6;73,67;10;9,6;3,1;0,000
;1958;11;24;2;20;55;39,72;69,8;5;9,7;3,2;0,001
;1958;11;25;9;6;35;41,63;74;5;9;2,8;0,000
;1958;11;26;4;25;26;41,63;71,28;15;11,7;4,3;0,050
;1958;11;26;12;48;32;41,64;71,21;15;11,3;4,1;0,020
;1958;11;27;11;5;17;40,4;69;5;10,2;3,4;0,002
;1958;12;4;20;28;18;41,25;73,75;5;9,6;3,1;0,000
;1958;12;14;19;53;19;39,5;73,8;5;8,8;2,7;0,000
;1958;12;15;10;1;5;39,5;72,89;5;9;2,8;0,000
;1958;12;16;2;28;36;39,95;71,5;5;10,5;3,6;0,003
;1958;12;17;6;20;48;40,97;73,47;10;9;2,8;0,000
;1958;12;17;11;37;48;39,78;72,75;5;9,1;2,8;0,000
;1958;12;29;0;6;51;39,53;71,22;13;9;2,8;0,000
;1958;12;29;6;25;53;39,84;70,7;7;9,2;2,9;0,000
;1958;12;29;8;16;48;39,8;72,6;5;8,8;2,7;0,000
;1959;1;1;4;27;59;42,05;72,2;15;9,7;3,2;0,001
;1959;1;3;2;7;58;39,63;73,73;20;8,9;2,7;0,000
;1959;1;7;0;15;50;37,4;67,9;5;10,5;3,6;0,003
;1959;1;8;5;43;31;41,08;71,42;5;9,5;3,1;0,000
;1959;1;9;18;26;11;40,6;73,1;15;9,4;3,0;0,000
;1959;1;12;0;33;47;40,8;72,45;15;10;3,3;0,001
;1959;1;14;2;33;59;42,5;73,5;5;10,1;3,4;0,001
;1959;1;15;5;37;46;39,9;70,2;5;8,6;2,6;0,000
;1959;1;16;10;35;55;40,04;71,37;15;9,1;2,8;0,000
;1959;1;22;6;44;29;39,9;69,8;5;9,5;3,1;0,000
;1959;1;22;22;56;16;41;72,4;5;8,7;2,6;0,000
;1959;1;23;1;0;31;40,82;72,35;5;9,3;2,9;0,000
;1959;1;23;23;42;4;40,29;70,42;5;11,2;4,0;0,016
;1959;1;24;20;54;27;41,83;72,2;10;11,4;4,1;0,025
;1959;1;26;13;3;39;40,5;70,2;5;9,4;3,0;0,000
;1959;1;27;6;56;28;40,77;73,2;10;9,6;3,1;0,000
;1959;2;1;5;19;12;39,9;70,3;5;9,3;2,9;0,000
;1959;2;1;18;9;58;39,5;68,9;5;8,6;2,6;0,000
;1959;2;1;21;44;51;38,95;68,42;15;8,6;2,6;0,000
;1959;2;3;18;5;2;41,07;73,87;25;9,3;2,9;0,000
;1959;2;9;9;54;49;41,13;72,73;25;9,7;3,2;0,001
;1959;2;11;22;28;13;41,21;72,65;20;9,8;3,2;0,001
;1959;2;15;19;31;38;39,9;72,2;5;9,1;2,8;0,000
;1959;2;17;2;16;51;40,3;68,7;5;10,3;3,5;0,002
;1959;2;20;2;39;48;41,83;72,17;5;11,3;4,1;0,020
;1959;2;21;1;53;47;41,38;72,73;10;9,1;2,8;0,000
;1959;2;21;14;45;51;40,9;71,3;5;9,3;2,9;0,000
;1959;2;22;11;33;23;42,3;73,87;15;9,7;3,2;0,001
;1959;2;23;18;14;22;39,5;71,06;5;8,7;2,6;0,000
;1959;2;24;17;55;12;39,72;70,22;10;9,3;2,9;0,000
;1959;2;27;2;29;58;39,58;71,17;6;8,6;2,6;0,000
;1959;3;9;18;53;57;40,9;60,2;42;8,6;2,6;0,000
;1959;3;10;1;59;59;40,95;73,73;10;10,6;3,7;0,004
;1959;3;10;2;8;31;40,93;73,73;35;11,4;4,1;0,025
;1959;3;10;16;26;21;40,93;73,93;15;10;3,3;0,001
;1959;3;14;13;55;1;39,5;73;5;9;2,8;0,000
;1959;3;22;7;36;9;41,37;72,72;15;10,3;3,5;0,002
;1959;3;22;7;52;16;41,36;72,68;5;10,9;3,8;0,008
;1959;3;24;1;56;14;41,25;71,48;20;9,7;3,2;0,001
;1959;3;24;22;8;28;39,6;72,6;5;8,7;2,6;0,000
;1959;4;1;1;57;3;42,3;74;5;9,7;3,2;0,001
;1959;4;11;16;18;22;40,24;71,62;5;9,3;2,9;0,000
;1959;4;12;17;48;21;40,55;72,1;5;8,4;2,4;0,000
;1959;4;14;21;36;28;39,5;67,8;5;8,8;2,7;0,000
;1959;4;18;23;53;54;41,3;71,22;20;9,1;2,8;0,000
;1959;4;22;7;40;19;39,73;72,1;5;10,2;3,4;0,002
;1959;4;24;22;8;0;39,7;72,2;5;9,1;2,8;0,000
;1959;5;5;14;30;48;37,5;68,5;5;9,7;3,2;0,001
;1959;5;11;13;20;49;39,25;68,3;5;8,8;2,7;0,000
;1959;5;12;18;52;26;39,57;71,28;10;9,6;3,1;0,000
;1959;5;12;20;18;23;40,57;72,23;15;9,9;3,3;0,001
;1959;5;13;2;5;8;40,42;72,42;10;9,3;2,9;0,000
;1959;5;17;14;15;24;40,01;71,57;10;8,9;2,7;0,000
;1959;5;19;11;15;57;39,57;71,29;7;9,3;2,9;0,000
;1959;5;19;12;56;6;41,95;72,05;15;10,4;3,6;0,003
;1959;5;26;14;20;47;40;73,2;5;8,6;2,6;0,000
;1959;5;30;18;27;42;38,62;68,05;15;9,1;2,8;0,000
;1959;6;5;2;14;42;39,6;71,7;5;9,5;3,1;0,000
;1959;6;5;11;17;57;40,9;73,9;10;9,9;3,3;0,001
;1959;6;7;1;19;19;41,13;70,2;5;11;3,9;0,010
;1959;6;20;11;29;52;41,43;72,05;10;9;2,8;0,000
;1959;6;20;12;26;43;40,85;72,15;20;9,9;3,3;0,001
;1959;6;21;2;29;40;41,15;72,3;10;9,4;3,0;0,000
;1959;6;27;10;10;51;39,6;71,9;5;8,8;2,7;0,000
;1959;7;1;11;20;59;40,1;72,3;5;8,7;2,6;0,000
;1959;7;10;17;40;50;41,05;73,5;15;12,3;4,6;0,200
;1959;7;12;19;21;58;41,72;72,8;14;12,9;4,9;0,794
;1959;7;14;19;10;37;39,9;70,1;5;8,7;2,6;0,000
;1959;7;21;7;56;26;40,4;67,9;8;11,2;4,0;0,016
;1959;7;25;8;34;54;40,08;70,75;5;10,6;3,7;0,004
;1959;8;2;17;24;39;40,7;73,4;5;9,1;2,8;0,000
;1959;8;8;20;27;34;40,75;73,17;5;9,1;2,8;0,000
;1959;8;9;13;14;9;39,5;73,2;5;9,2;2,9;0,000
;1959;8;13;5;1;29;40,68;73,27;5;9,7;3,2;0,001
;1959;8;23;18;21;23;41,83;72,47;5;10;3,3;0,001
;1959;9;2;16;53;45;40,8;73;5;8,6;2,6;0,000
;1959;9;3;3;38;12;38,1;67,2;5;10;3,3;0,001
;1959;9;3;14;52;16;40,28;72,62;5;9,8;3,2;0,001
;1959;9;10;9;7;35;40,02;70,98;5;9,1;2,8;0,000
;1959;9;13;18;19;38;40,65;73,65;15;10,3;3,5;0,002
;1959;9;17;16;49;42;39,82;72,85;5;9,7;3,2;0,001
;1959;9;27;20;22;43;39,6;73,9;5;9,4;3,0;0,000
;1959;10;4;9;22;57;41,63;72,55;20;9,3;2,9;0,000
;1959;10;18;2;46;8;39,6;74;5;9,2;2,9;0,000
;1959;10;18;12;45;8;40,3;69,1;5;9,7;3,2;0,001
;1959;10;24;3;56;57;40,5;73,2;5;9,4;3,0;0,000
;1959;10;24;23;40;38;41,67;70;13;14;5,6;10,000
;1959;10;25;4;35;45;41,68;70,12;5;11,8;4,3;0,063
;1959;10;25;5;52;49;41,5;69,6;5;9;2,8;0,000
;1959;10;25;10;54;45;41,78;70,03;5;8,7;2,6;0,000
;1959;10;25;12;40;41;41,8;70;5;10;3,3;0,001
;1959;10;25;14;3;56;41,72;70,03;5;10,2;3,4;0,002
;1959;10;26;18;35;54;41,63;70,03;5;9,3;2,9;0,000
;1959;10;28;17;45;35;41,45;71,9;10;9,7;3,2;0,001
;1959;10;28;21;42;57;41,27;71,87;25;9,6;3,1;0,000
;1959;11;2;12;2;46;40,57;73,35;25;12,6;4,8;0,398
;1959;11;5;15;53;30;41,73;70,12;15;9,6;3,1;0,000
;1959;11;7;6;56;25;37,8;67,8;5;9,4;3,0;0,000
;1959;11;17;14;3;30;39,51;71,17;16;9,1;2,8;0,000
;1959;11;25;8;50;30;40,93;72,1;5;9,7;3,2;0,001
;1959;11;26;10;55;0;41,69;73,01;20;10,7;3,7;0,005
;1959;11;26;20;12;35;41,7;70,05;15;9,6;3,1;0,000
;1959;12;17;9;30;27;38,65;68,02;30;10,6;3,7;0,004
;1959;12;19;20;59;4;39,5;73,3;5;10;3,3;0,001
;1959;12;26;2;42;44;41,62;70,78;10;9,7;3,2;0,001
;1959;12;27;4;53;17;41,62;70,07;15;10;3,3;0,001
;1959;12;27;21;51;13;41,67;70,07;15;9,3;2,9;0,000
;1959;12;31;8;59;57;40,35;73,17;15;9,9;3,3;0,001
;1959;12;31;9;50;59;41,07;70,02;15;9,6;3,1;0,000
;1960;1;8;10;28;23;41,22;71,37;5;9,4;3,0;0,000
;1960;1;19;11;17;4;40,07;71,87;10;9,8;3,2;0,001
;1960;1;21;14;28;32;40,85;72,43;5;11,2;4,0;0,016
;1960;1;24;23;51;27;40;69,5;5;9,7;3,2;0,001
;1960;1;26;4;16;36;39,5;73,1;5;10;3,3;0,001
;1960;2;14;10;18;27;40,1;73,4;5;10,3;3,5;0,002
;1960;2;16;2;45;37;40;68,5;5;10;3,3;0,001
;1960;2;18;7;18;28;40,43;72,24;15;9,8;3,2;0,001
;1960;2;21;11;38;19;40,08;73,07;5;10,4;3,6;0,003
;1960;2;21;23;25;48;40,2;71,68;30;11,5;4,2;0,032
;1960;2;22;14;56;58;40,18;71,73;15;9,9;3,3;0,001
;1960;2;27;8;42;6;42,08;71,9;15;9,5;3,1;0,000
;1960;2;29;14;36;5;41,22;71,85;5;10,5;3,6;0,003
;1960;3;3;8;59;58;40,1;72,5;5;10,5;3,6;0,003
;1960;3;7;18;52;18;41,7;70;5;9,5;3,1;0,000
;1960;3;8;19;16;55;39,8;73,11;5;8,7;2,6;0,000
;1960;3;15;5;58;8;41,96;72,1;10;9,5;3,1;0,000
;1960;3;15;8;45;56;38,02;67,98;15;8,9;2,7;0,000
;1960;3;15;12;9;11;38,02;67,98;15;8,9;2,7;0,000
;1960;3;21;18;42;1;40,1;69,7;5;9,5;3,1;0,000
;1960;4;3;14;32;18;40,62;69,17;5;10;3,3;0,001
;1960;4;5;22;57;57;39,88;70,46;15;10,1;3,4;0,001
;1960;4;9;17;13;40;40;71,9;5;9,6;3,1;0,000
;1960;4;10;9;27;9;40,62;73,46;10;9,7;3,2;0,001
;1960;4;13;19;58;49;40,52;72,27;10;9,1;2,8;0,000
;1960;4;15;17;14;54;41,92;72,17;5;10,8;3,8;0,006
;1960;4;21;14;13;42;40,3;73,2;5;9,7;3,2;0,001
;1960;4;25;0;40;41;41,03;72,1;5;10,5;3,6;0,003
;1960;4;27;11;50;18;39,9;71;5;9;2,8;0,000
;1960;5;1;12;41;0;43,3;67,7;5;10;3,3;0,001
;1960;5;1;13;44;53;39,3;67,2;5;9,8;3,2;0,001
;1960;5;4;13;26;14;41,18;72;5;9,4;3,0;0,000
;1960;5;5;11;4;2;41,1;72,03;5;9,5;3,1;0,000
;1960;5;6;6;18;23;39,5;69,2;5;8,8;2,7;0,000
;1960;5;17;10;30;16;40,1;73,1;5;9,2;2,9;0,000
;1960;5;18;3;33;6;39,5;73,9;5;9,4;3,0;0,000
;1960;5;18;4;2;43;39,5;73,9;5;8,6;2,6;0,000
;1960;5;23;0;27;47;39,56;71,16;8;8,6;2,6;0,000
;1960;5;30;16;44;46;40,19;71,42;5;10,1;3,4;0,001
;1960;5;31;5;59;20;40,6;69,2;5;10;3,3;0,001
;1960;6;6;22;20;57;41,92;72,98;15;9;2,8;0,000
;1960;6;10;0;21;42;41,95;72,42;5;9,8;3,2;0,001
;1960;6;10;21;41;23;40,5;70,3;5;9,1;2,8;0,000
;1960;6;11;21;30;11;42,08;72,1;5;9,6;3,1;0,000
;1960;6;14;9;23;11;39,63;68,6;5;9;2,8;0,000
;1960;6;19;14;53;0;40,73;73,04;15;10,3;3,5;0,002
;1960;6;22;5;43;42;41,85;73,1;15;9,5;3,1;0,000
;1960;6;22;15;54;36;41,6;67,58;15;10,2;3,4;0,002
;1960;7;4;0;33;10;41,92;71,93;5;9,1;2,8;0,000
;1960;7;5;17;30;53;40,1;71,8;5;9,1;2,8;0,000
;1960;7;7;12;1;11;40,75;73,27;15;11,2;4,0;0,016
;1960;7;10;16;14;29;41,73;71,6;15;9,4;3,0;0,000
;1960;7;10;20;55;2;42,05;72,08;15;9,9;3,3;0,001
;1960;7;13;17;8;9;40,1;66,7;5;10;3,3;0,001
;1960;7;20;2;42;19;41,1;72,53;15;9,3;2,9;0,000
;1960;7;24;9;27;42;41,88;71,88;15;9;2,8;0,000
;1960;7;29;2;6;45;41,37;71,45;20;9,1;2,8;0,000
;1960;8;1;17;2;13;40,2;71,42;15;10,1;3,4;0,001
;1960;8;1;22;21;35;40,74;73,43;20;8,7;2,6;0,000
;1960;8;3;7;48;51;41,78;72,07;10;11,3;4,1;0,020
;1960;8;8;19;51;0;41,78;71,96;15;10,3;3,5;0,002
;1960;8;11;17;11;4;39,57;71,25;5;9,1;2,8;0,000
;1960;8;13;3;14;26;40,58;73,33;10;9,3;2,9;0,000
;1960;8;14;15;9;9;41,17;72,53;15;9,1;2,8;0,000
;1960;8;18;13;47;11;39,8;73,6;5;9,2;2,9;0,000
;1960;8;24;3;34;27;41,15;72,6;10;9;2,8;0,000
;1960;8;25;9;3;52;40,18;68,37;15;9,4;3,0;0,000
;1960;8;25;10;39;36;42,02;72,12;5;9,4;3,0;0,000
;1960;8;27;14;23;6;40,2;73,7;5;8,7;2,6;0,000
;1960;8;30;6;27;18;40,5;72,9;5;8,7;2,6;0,000
;1960;9;3;0;24;19;38,72;68,47;10;8,8;2,7;0,000
;1960;9;3;23;11;46;37,3;66,5;5;11,6;4,2;0,040
;1960;9;4;18;18;53;41,03;72,32;5;9,8;3,2;0,001
;1960;9;6;7;33;59;41,1;73,4;5;9,5;3,1;0,000
;1960;9;6;17;24;33;39,61;70,41;25;9,4;3,0;0,000
;1960;9;6;20;39;58;41,04;72,34;15;9,5;3,1;0,000
;1960;9;9;4;46;18;39,97;71,37;5;9,4;3,0;0,000
;1960;9;12;0;36;45;41,78;72,71;5;9,7;3,2;0,001
;1960;9;12;4;26;41;40,65;71,87;5;10,1;3,4;0,001
;1960;9;15;1;36;0;39,6;73,7;5;11;3,9;0,010
;1960;9;15;20;45;6;40,83;68,27;15;9;2,8;0,000
;1960;9;15;22;48;43;40,83;73,25;10;10,1;3,4;0,001
;1960;9;17;20;9;48;41,08;72,92;20;9,3;2,9;0,000
;1960;9;20;4;52;53;40,85;72,92;10;10,4;3,6;0,003
;1960;9;27;15;33;33;37,97;68,45;5;10,6;3,7;0,004
;1960;9;29;8;34;6;39,61;71,2;8;9;2,8;0,000
;1960;9;29;20;42;44;41,17;71,47;15;8,8;2,7;0,000
;1960;9;29;21;19;57;41,2;71,8;10;10,1;3,4;0,001
;1960;9;30;9;40;32;40;71,5;5;9;2,8;0,000
;1960;10;1;4;50;21;41,4;72,4;5;9,3;2,9;0,000
;1960;10;6;22;10;45;39,9;72,2;5;8,7;2,6;0,000
;1960;10;11;12;54;11;41,32;71,87;25;10,8;3,8;0,006
;1960;10;13;2;49;46;41,88;71,83;5;9,5;3,1;0,000
;1960;10;18;23;7;38;38,83;68,13;20;9,9;3,3;0,001
;1960;10;21;19;25;13;41,57;73,12;30;9,7;3,2;0,001
;1960;10;27;17;37;45;39,2;67,8;5;8,7;2,6;0,000
;1960;10;30;20;41;45;39,97;69,52;15;9,3;2,9;0,000
;1960;11;2;23;16;32;41,53;72,7;5;9;2,8;0,000
;1960;11;5;6;52;11;38,92;68,45;15;8,6;2,6;0,000
;1960;11;5;15;4;49;39,9;73,1;5;10,4;3,6;0,003
;1960;11;7;2;2;21;42,7;74;5;9,7;3,2;0,001
;1960;11;15;18;41;2;40,98;73,57;10;10,4;3,6;0,003
;1960;11;26;5;28;43;40,2;70,9;5;9,3;2,9;0,000
;1960;11;27;10;36;41;40,8;73,22;15;8,7;2,6;0,000
;1960;12;8;20;56;26;41,28;71,82;5;10,6;3,7;0,004
;1960;12;18;22;42;53;41,67;70,12;12;10,6;3,7;0,004
;1960;12;21;7;49;24;39,9;73,7;5;8,7;2,6;0,000
;1960;12;24;18;18;45;40,1;73,7;5;9,9;3,3;0,001
;1960;12;27;10;49;0;41,78;72,73;5;9;2,8;0,000
